,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
1455,1455,HATS-54 b,HATS-54,1,1,1,Published Confirmed,0,2.5441765,0.037,11.377,239.32479,239.32479,Mass,0.0,1429.0,5621.0,1.23,0.37,[Fe/H],0.115,7.96,748.585
1476,1476,HATS-6 b,HATS-6,1,1,1,Published Confirmed,0,3.3252725,0.03623,11.187,101.38777,101.38777,Mass,0.0,713.0,3724.0,0.57,0.2,[Fe/H],,8.1,169.318
1519,1519,HATS-71 b,HATS-71,1,1,1,Published Confirmed,0,3.7955202,0.03745,11.478,117.5971,117.5971,Mass,0.0,587.0,3405.0,0.48,0.17,[Fe/H],-1.56,3.2,140.225
1560,1560,HD 102117 b,HD 102117,0,1,1,Published Confirmed,0,20.67,0.149,,,44.4962,Msini,0.0,,5672.0,,0.3,[Fe/H],0.196,,39.5792
1565,1565,HD 102195 b,HD 102195,1,1,1,Published Confirmed,0,4.11377,0.05,,,130.3103,Msini,0.0,,5301.0,0.82,0.04,[Fe/H],,,29.3386
1567,1567,HD 102195 b,HD 102195,0,1,1,Published Confirmed,0,4.113775,,,,143.02,Msini,0.0,,5291.0,,0.05,[Fe/H],-0.328,,29.3386
1579,1579,HD 103197 b,HD 103197,1,1,1,Published Confirmed,0,47.84,0.25,,,28.6047,Msini,0.0,,5250.0,0.88,0.22,[Fe/H],,,57.1463
1580,1580,HD 103197 b,HD 103197,0,1,1,Published Confirmed,0,47.84,0.249,,,31.2,Msini,0.0,,5303.0,,0.21,[Fe/H],-0.328,9.1,57.1463
1586,1586,HD 104067 b,HD 104067,0,1,1,Published Confirmed,0,55.806,0.2643,,,58.985,Msini,0.0,,4969.0,,-0.06,[Fe/H],,4.33,20.3632
1587,1587,HD 104067 b,HD 104067,1,1,1,Published Confirmed,0,55.806,0.26,,,50.8528,Msini,0.0,,4937.0,0.74,0.0,[Fe/H],,,20.3632
1596,1596,HD 105779 b,HD 105779,1,1,1,Published Confirmed,0,2412.0,3.38,,,203.41018,Msini,0.0,,5792.0,0.94,-0.25,[Fe/H],-0.108,7.54,55.2411
1649,1649,HD 108863 b,HD 108863,0,1,1,Published Confirmed,0,443.39999,1.45,,,902.6372,Msini,0.0,,4863.0,7.19,0.0,[Fe/H],,,164.742
1670,1670,HD 109749 b,HD 109749,0,2,1,Published Confirmed,0,5.24,0.06,,,88.9924,Msini,0.0,,5858.0,1.28,0.27,[Fe/H],,,63.0821
1671,1671,HD 109749 b,HD 109749,1,2,1,Published Confirmed,0,5.239891,0.0615,,,85.8141,Msini,0.0,,5824.0,1.22,0.24,[Fe/H],0.19,3.3,63.0821
1721,1721,HD 114783 c,HD 114783,1,1,2,Published Confirmed,0,4319.0,,,,194.19413,Msini,0.0,,,,,,,,21.0628
1738,1738,HD 116029 b,HD 116029,1,2,2,Published Confirmed,0,670.0,1.65,,,444.962,Msini,0.0,,4819.0,4.89,0.09,[Fe/H],,,123.245
1776,1776,HD 125595 b,HD 125595,0,1,1,Published Confirmed,0,9.6737,0.0809,,,13.134,Msini,0.0,,4908.0,,0.02,[Fe/H],,3.53,28.1989
1777,1777,HD 125595 b,HD 125595,1,1,1,Published Confirmed,0,9.6737,0.08,,,6.3566,Msini,0.0,,4691.0,0.74,0.08,[Fe/H],,,28.1989
1849,1849,HD 136352 b,HD 136352,1,1,3,Published Confirmed,0,11.57797,0.0964,1.664,4.72,4.72,Mass,0.0,905.0,5664.0,1.06,-0.24,[M/H],0.016,12.3,14.682
1853,1853,HD 136352 c,HD 136352,1,1,3,Published Confirmed,0,27.59221,0.1721,2.916,11.24,11.24,Mass,0.0,677.0,5664.0,1.06,-0.24,[M/H],0.016,12.3,14.682
1858,1858,HD 136352 d,HD 136352,1,1,3,Published Confirmed,0,107.245,0.425,2.562,8.82,8.82,Mass,0.0,431.0,5664.0,1.06,-0.24,[M/H],0.016,12.3,14.682
1865,1865,HD 137496 b,HD 137496,1,1,2,Published Confirmed,0,1.62116,0.02732,1.31,4.04,4.04,Mass,0.0,2130.0,5799.0,1.59,-0.03,[Fe/H],,8.3,155.317
1896,1896,HD 141399 e,HD 141399,0,1,4,Published Confirmed,0,3717.35,4.8968,,,219.3027,Msini,0.0,,5360.0,1.46,0.18,[Fe/H],0.201,,37.0169
1911,1911,HD 142245 b,HD 142245,1,3,1,Published Confirmed,0,1299.0,2.78,,,975.7381,Msini,0.0,,4922.0,4.63,0.17,[Fe/H],,,97.2305
1952,1952,HD 149026 b,HD 149026,1,1,1,Published Confirmed,0,2.87589,,8.295,120.7754,120.7754,Mass,0.0,,6179.0,1.41,0.32,[Fe/H],,,75.8643
1955,1955,HD 149026 b,HD 149026,0,1,1,Published Confirmed,0,2.8766,0.042,8.127,,114.8,Msin(i)/sin(i),0.0,,6147.0,1.45,0.36,[Fe/H],0.43,2.0,75.8643
1977,1977,HD 152581 b,HD 152581,0,1,1,Published Confirmed,0,689.0,1.49,,,724.6524,Msini,0.0,,5095.0,4.8,-0.3,[Fe/H],,,165.76
2024,2024,HD 156668 b,HD 156668,1,1,2,Published Confirmed,0,4.6455,0.05,,,4.15,Msini,0.0,,4850.0,0.72,0.05,[Fe/H],0.23,8.6,24.3323
2063,2063,HD 160691 d,HD 160691,0,1,4,Published Confirmed,0,9.55,0.09,,,14.0,Msini,0.0,900.0,5813.0,,0.32,[Fe/H],,2.0,15.5981
2138,2138,HD 169830 c,HD 169830,0,1,2,Published Confirmed,0,1834.3,,,,1125.1182,Msini,0.0,,,,,,,,37.6048
2235,2235,HD 183579 b,HD 183579,0,1,1,Published Confirmed,0,17.471275,0.13,3.53,11.2,11.2,Mass,0.0,748.0,5706.0,0.97,-0.07,[Fe/H],,2.6,57.2651
2238,2238,HD 184010 b,HD 184010,1,1,3,Published Confirmed,0,286.6,0.94,,,98.52681,Msini,0.0,,4971.0,4.86,-0.17,[Fe/H],1.117,2.76,60.7993
2239,2239,HD 184010 c,HD 184010,1,1,3,Published Confirmed,0,484.3,1.334,,,95.34852,Msini,0.0,,4971.0,4.86,-0.17,[Fe/H],1.117,2.76,60.7993
2240,2240,HD 184010 d,HD 184010,1,1,3,Published Confirmed,0,836.4,1.92,,,143.02278,Msini,0.0,,4971.0,4.86,-0.17,[Fe/H],1.117,2.76,60.7993
2251,2251,HD 187123 b,HD 187123,0,1,2,Published Confirmed,0,3.0966,0.042,,,165.26,Msini,0.0,,,,,,,,45.9548
2270,2270,HD 189733 b,HD 189733,1,2,1,Published Confirmed,0,2.21857567,,12.666,359.1479,359.1479,Mass,0.0,,5052.0,0.75,-0.02,[Fe/H],,,19.7638
2275,2275,HD 189733 b,HD 189733,0,2,1,Published Confirmed,0,2.2,0.031,12.3,349.6,349.6,Mass,0.0,1200.0,,,,,,,19.7638
2287,2287,HD 189733 b,HD 189733,0,2,1,Published Confirmed,0,2.21857567,,,,,,0.0,,4875.0,0.81,,,,,19.7638
2289,2289,HD 189733 b,HD 189733,0,2,1,Published Confirmed,0,2.219,0.0313,14.12,365.49,365.49,Mass,0.0,,5050.0,0.76,-0.03,[Fe/H],,,19.7638
2310,2310,HD 191939 b,HD 191939,0,1,6,Published Confirmed,0,8.88029,0.078,3.39,10.4,10.4,Mass,0.0,893.0,5348.0,0.94,-0.15,[Fe/H],-0.187,8.7,53.6089
2315,2315,HD 191939 c,HD 191939,0,1,6,Published Confirmed,0,28.5805,0.17,3.08,7.2,7.2,Mass,0.0,605.0,5348.0,0.94,-0.15,[Fe/H],-0.187,8.7,53.6089
2321,2321,HD 191939 d,HD 191939,0,1,6,Published Confirmed,0,38.3525,0.207,3.04,5.8,5.8,Mass,0.0,549.0,5348.0,0.94,-0.15,[Fe/H],-0.187,8.7,53.6089
2323,2323,HD 191939 e,HD 191939,0,1,6,Published Confirmed,0,101.5,0.397,,,108.0,Msini,0.0,397.0,5348.0,0.94,-0.15,[Fe/H],-0.187,8.7,53.6089
2325,2325,HD 191939 f,HD 191939,0,1,6,Published Confirmed,0,4450.0,4.8,,,2065.0,Msini,0.0,,5348.0,0.94,-0.15,[Fe/H],-0.187,8.7,53.6089
2327,2327,HD 192263 b,HD 192263,0,1,1,Published Confirmed,0,24.348,0.15,,,228.83,Msini,0.0,,4995.0,,0.04,[Fe/H],-0.47,,19.6359
2329,2329,HD 192263 b,HD 192263,0,1,1,Published Confirmed,0,24.13,0.15,,,232.01,Msini,0.0,,,,,,,,19.6359
2381,2381,HD 20329 b,HD 20329,1,1,1,Published Confirmed,0,0.926118,0.018,1.72,7.42,7.42,Mass,0.0,2141.0,5596.0,1.13,-0.07,[Fe/H],0.049,11.0,63.6796
2424,2424,HD 20794 b,HD 20794,1,1,4,Published Confirmed,0,18.315,0.1207,,,2.7,Msin(i)/sin(i),0.0,660.0,5401.0,,-0.4,[Fe/H],,5.76,6.00278
2426,2426,HD 20794 c,HD 20794,1,1,4,Published Confirmed,0,40.114,0.2036,,,2.4,Msin(i)/sin(i),0.0,508.0,5401.0,,-0.4,[Fe/H],,5.76,6.00278
2427,2427,HD 20794 d,HD 20794,1,1,4,Published Confirmed,0,90.309,0.3499,,,4.8,Msin(i)/sin(i),0.0,388.0,5401.0,,-0.4,[Fe/H],,5.76,6.00278
2444,2444,HD 209458 b,HD 209458,1,1,1,Published Confirmed,0,3.52474859,,15.581,232.0159,232.0159,Mass,0.0,,6091.0,1.19,0.01,[Fe/H],,,48.3016
2447,2447,HD 209458 b,HD 209458,0,1,1,Published Confirmed,0,3.5,0.047,15.7,219.29,219.29,Mass,0.0,1450.0,,,,,,,48.3016
2450,2450,HD 209458 b,HD 209458,0,1,1,Published Confirmed,0,3.5246,0.048,,,222.154,Msini,0.0,,,,,,,,48.3016
2454,2454,HD 209458 b,HD 209458,0,1,1,Published Confirmed,0,3.5239,0.046,15.92,197.05,197.05,Mass,0.0,,6025.0,1.15,,,,,48.3016
2469,2469,HD 212301 b,HD 212301,0,2,1,Published Confirmed,0,2.245715,0.036,,,143.017,Msini,0.0,,6256.0,,0.18,[Fe/H],0.243,1.0,54.2304
2470,2470,HD 212301 b,HD 212301,1,2,1,Published Confirmed,0,2.24571,0.03,,,162.0933,Msini,0.0,,6239.0,1.16,0.18,[Fe/H],,,54.2304
2478,2478,HD 213885 b,HD 213885,1,1,2,Published Confirmed,0,1.008035,0.02012,1.745,8.83,8.83,Mass,0.0,2128.0,5978.0,1.1,-0.04,[Fe/H],0.139,3.8,48.0883
2480,2480,HD 213885 c,HD 213885,1,1,2,Published Confirmed,0,4.78503,0.056798,,,19.95,Msini,0.0,1265.0,5978.0,1.1,-0.04,[Fe/H],0.139,3.8,48.0883
2485,2485,HD 215152 b,HD 215152,1,1,4,Published Confirmed,0,5.75999,0.057638,,,1.819,Msini,0.0,,4935.0,0.73,-0.1,[Fe/H],,,21.5974
2486,2486,HD 215152 c,HD 215152,1,1,4,Published Confirmed,0,7.28243,0.067393,,,1.72,Msini,0.0,,4935.0,0.73,-0.1,[Fe/H],,,21.5974
2487,2487,HD 215152 d,HD 215152,1,1,4,Published Confirmed,0,10.86499,0.08799,,,2.801,Msini,0.0,,4935.0,0.73,-0.1,[Fe/H],,,21.5974
2488,2488,HD 215152 e,HD 215152,1,1,4,Published Confirmed,0,25.1967,0.15417,,,2.877,Msini,0.0,,4935.0,0.73,-0.1,[Fe/H],,,21.5974
2534,2534,HD 219134 b,HD 219134,1,1,6,Published Confirmed,0,3.092926,0.03876,1.602,4.74,4.74,Mass,0.0,1015.0,4699.0,0.78,0.11,[Fe/H],-0.577,11.0,6.53127
2536,2536,HD 219134 b,HD 219134,0,1,6,Published Confirmed,0,3.0931,0.038474,,,3.81396,Msini,0.0,,4913.0,0.77,0.08,[Fe/H],-0.509,12.46,6.53127
2541,2541,HD 219134 c,HD 219134,0,1,6,Published Confirmed,0,6.7635,0.064816,,,3.49613,Msini,0.0,,4913.0,0.77,0.08,[Fe/H],-0.509,12.46,6.53127
2543,2543,HD 219134 d,HD 219134,0,1,6,Published Confirmed,0,46.71,0.23508,,,21.29461,Msini,0.0,,4913.0,0.77,0.08,[Fe/H],-0.509,12.46,6.53127
2549,2549,HD 219134 f,HD 219134,0,1,6,Published Confirmed,1,22.805,0.14574,,,8.89924,Msini,0.0,,4913.0,0.77,0.08,[Fe/H],-0.509,12.46,6.53127
2550,2550,HD 219134 g,HD 219134,1,1,6,Published Confirmed,0,94.2,0.3753,,,10.80622,Msini,0.0,,4913.0,0.77,0.08,[Fe/H],-0.509,12.46,6.53127
2559,2559,HD 219666 b,HD 219666,1,1,1,Published Confirmed,0,6.03607,0.06356,4.71,16.6,16.6,Mass,0.0,1073.0,5527.0,1.03,0.04,[Fe/H],,10.0,94.1719
2561,2561,HD 219828 b,HD 219828,0,1,2,Published Confirmed,0,3.8335,,,,19.8,Msini,0.0,,5891.0,,0.19,[Fe/H],0.524,,73.114
2563,2563,HD 219828 b,HD 219828,0,1,2,Published Confirmed,0,3.8335,0.05,,,19.0698,Msini,0.0,,5869.0,1.56,0.16,[Fe/H],,,73.114
2611,2611,HD 23472 b,HD 23472,0,1,5,Published Confirmed,0,17.667,0.121,1.872,17.92,17.92,Mass,0.0,,,0.73,,,-0.636,,39.0341
2615,2615,HD 23472 c,HD 23472,0,1,5,Published Confirmed,0,29.625,0.17,2.149,17.18,17.18,Mass,0.0,,,0.73,,,-0.636,,39.0341
2652,2652,HD 2638 b,HD 2638,1,3,1,Published Confirmed,0,3.4442,0.04,,,133.4886,Msini,0.0,,5186.0,0.94,0.13,[Fe/H],,,54.9621
2653,2653,HD 2638 b,HD 2638,0,3,1,Published Confirmed,0,3.4442,0.044,,,152.55,Msini,0.0,,5192.0,,0.16,[Fe/H],-0.33,3.0,54.9621
2690,2690,HD 285968 b,HD 285968,1,1,1,Published Confirmed,0,8.7836,0.066,,,8.4,Msini,0.0,450.0,,,-0.1,[Fe/H],-1.658,,9.47045
2723,2723,HD 3167 b,HD 3167,0,1,4,Published Confirmed,0,0.959632,0.01752,1.574,5.69,5.69,Mass,0.0,1759.0,5286.0,0.83,0.03,[Fe/H],,5.0,47.2899
2725,2725,HD 3167 b,HD 3167,1,1,4,Published Confirmed,0,0.959641,0.01796,1.67,4.97,4.97,Mass,0.0,1774.0,5261.0,0.88,0.04,[Fe/H],,7.8,47.2899
2731,2731,HD 3167 b,HD 3167,0,1,4,Published Confirmed,0,0.959641,0.01815,1.7,5.02,5.02,Mass,0.0,,5261.0,0.86,0.04,[Fe/H],,,47.2899
2751,2751,HD 330075 b,HD 330075,1,1,1,Published Confirmed,0,3.38773,0.04,,,152.5584,Msini,0.0,,5000.0,0.84,0.05,[Fe/H],,,45.2989
2752,2752,HD 330075 b,HD 330075,0,1,1,Published Confirmed,0,3.38773,0.039,,,197.05,Msini,0.0,990.0,5017.0,,0.08,[Fe/H],-0.33,6.2,45.2989
2807,2807,HD 37605 c,HD 37605,0,1,2,Published Confirmed,0,2455.0,,,,1071.0871,Msini,0.0,,,,,,,,46.7864
2829,2829,HD 38801 b,HD 38801,0,1,1,Published Confirmed,0,696.29999,1.65,,,3852.0996,Msini,0.0,,5277.0,2.38,0.19,[Fe/H],,,91.4349
2831,2831,HD 38801 b,HD 38801,0,1,1,Published Confirmed,0,696.3,1.7,,,3400.64,Msini,0.0,,5222.0,2.53,0.26,[Fe/H],0.659,4.67,91.4349
2884,2884,HD 4308 b,HD 4308,0,1,1,Published Confirmed,0,15.56,0.115,,,14.0475,Msini,0.0,,5685.0,,-0.31,[Fe/H],-0.004,4.3,22.0158
2885,2885,HD 4308 b,HD 4308,1,1,1,Published Confirmed,0,15.56,0.12,,,15.8915,Msini,0.0,,5686.0,1.02,-0.35,[Fe/H],,,22.0158
2933,2933,HD 49674 b,HD 49674,0,1,1,Published Confirmed,0,4.948,0.0568,,,38.14,Msini,0.0,,,,0.25,[Fe/H],,,43.0399
2941,2941,HD 50499 c,HD 50499,1,1,2,Published Confirmed,0,8619.9,9.02,,,931.2419,Msini,0.0,,6099.0,1.42,0.38,[Fe/H],,2.4,46.2845
2992,2992,HD 63433 b,HD 63433,1,1,2,Published Confirmed,0,7.10793,0.0719,2.15,,,,0.0,,5640.0,0.91,,,-0.123,0.414,22.4035
2995,2995,HD 63433 c,HD 63433,1,1,2,Published Confirmed,0,20.5453,0.1458,2.67,,,,0.0,,5640.0,0.91,,,-0.123,0.414,22.4035
2997,2997,HD 63454 b,HD 63454,0,1,1,Published Confirmed,0,2.818049,0.0368,12.31,,126.0,Msini,0.0,,4840.0,1.05,0.06,[Fe/H],,,37.6894
2998,2998,HD 63454 b,HD 63454,0,1,1,Published Confirmed,0,2.817822,0.036,,,120.0,Msini,0.0,,4841.0,,0.11,[Fe/H],-0.592,1.0,37.6894
2999,2999,HD 63454 b,HD 63454,1,1,1,Published Confirmed,0,2.81805,0.04,,,79.4575,Msini,0.0,,4812.0,0.77,0.1,[Fe/H],,,37.6894
3003,3003,HD 63935 b,HD 63935,1,1,2,Published Confirmed,0,9.058811,,2.99,10.8,10.8,Mass,0.0,911.0,5534.0,0.96,0.07,[Fe/H],-0.098,6.8,48.9739
3004,3004,HD 63935 c,HD 63935,1,1,2,Published Confirmed,0,21.4023,,2.9,11.1,11.1,Mass,0.0,684.0,5534.0,0.96,0.07,[Fe/H],-0.098,6.8,48.9739
3013,3013,HD 65216 b,HD 65216,0,3,2,Published Confirmed,0,572.4,1.3,,,400.45,Msini,0.0,,5623.44,0.89,-0.168,[M/H],-0.15,,35.1205
3072,3072,HD 73534 b,HD 73534,0,1,1,Published Confirmed,0,1721.0,2.95,,,321.0083,Msini,0.0,,4917.0,2.58,0.28,[Fe/H],0.54,7.04,83.3321
3113,3113,HD 76700 b,HD 76700,0,1,1,Published Confirmed,0,3.971,0.049,,,62.61251,Msini,0.0,,,,,,,11.0,60.8831
3120,3120,HD 7924 b,HD 7924,0,1,3,Published Confirmed,0,5.39699,,,,9.26,Msini,0.0,,5136.0,0.79,-0.14,[M/H],-0.406,,16.9922
3137,3137,HD 80653 b,HD 80653,1,1,2,Published Confirmed,0,0.719573,0.01661,1.613,5.72,5.72,Mass,0.0,2463.0,5959.0,1.22,0.255,[Fe/H],,2.67,109.86
3149,3149,HD 81688 b,HD 81688,1,1,1,Published Confirmed,0,184.02,0.81,,,858.1,Msini,0.0,,4753.0,13.0,-0.359,[Fe/H],1.857,,85.7183
3206,3206,HD 88133 b,HD 88133,0,1,1,Published Confirmed,0,3.414887,0.0479,,,89.62806,Msini,0.0,,5392.0,2.2,0.32,[Fe/H],0.57,5.37,73.6123
3292,3292,HD 98219 b,HD 98219,0,1,1,Published Confirmed,0,436.89999,1.32,,,699.226,Msini,0.0,,4946.0,3.85,-0.02,[Fe/H],,,113.704
3349,3349,HIP 41378 d,HIP 41378,0,1,5,Published Confirmed,0,278.3618,,,,,,0.0,,,1.28,,,,,106.289
3375,3375,HIP 65 A b,HIP 65 A,1,2,1,Published Confirmed,0,0.9809734,0.01782,22.754,1021.18779,1021.18779,Mass,0.0,1411.0,4590.0,0.72,0.18,[Fe/H],-0.678,4.1,61.7856
3391,3391,HIP 67851 c,HIP 67851,0,1,2,Published Confirmed,0,2200.0,,,2002.2,2002.2,Mass,0.0,,4890.0,5.92,0.0,[Fe/H],1.244,,64.1181
3450,3450,HU Aqr AB b,HU Aqr,1,2,2,Published Confirmed,1,2390.0,3.6,,,1875.197,Msin(i)/sin(i),0.0,,,,,,,,
3462,3462,K2-100 b,K2-100,0,1,1,Published Confirmed,0,1.6739024,0.0422,3.45,,,,0.0,1094.0,6120.0,1.19,0.14,[Fe/H],,,188.959
3468,3468,K2-100 b,K2-100,1,1,1,Published Confirmed,0,1.6739035,0.0301,3.88,21.8,21.8,Mass,0.0,1841.0,5945.0,1.24,0.22,[Fe/H],,0.75,188.959
3501,3501,K2-107 b,K2-107,0,1,1,Published Confirmed,0,3.31392,0.048,16.141,266.9772,266.9772,Mass,0.0,1780.0,6030.0,1.78,0.1,[Fe/H],,4.25,685.2
3526,3526,K2-111 b,K2-111,0,1,2,Published Confirmed,0,5.35117,0.0621,1.9,8.6,8.6,Mass,0.0,1309.0,5730.0,1.23,-0.53,[Fe/H],0.279,10.77,200.394
3533,3533,K2-113 b,K2-113,0,1,1,Published Confirmed,0,5.817608,0.0558,10.424,410.0007,410.0007,Mass,0.0,1178.0,5627.0,1.05,0.18,[Fe/H],0.009,5.9,635.722
3537,3537,K2-114 b,K2-114,0,1,1,Published Confirmed,0,11.39109,0.09309,10.559,587.9855,587.9855,Mass,0.0,719.0,5027.0,0.83,0.41,[Fe/H],,9.9,475.758
3646,3646,K2-131 b,K2-131,1,1,1,Published Confirmed,0,0.3693038,0.00936,1.69,7.9,7.9,Mass,0.0,2223.0,5120.0,0.76,-0.04,[Fe/H],,5.3,152.509
3647,3647,K2-131 b,K2-131,0,1,1,Published Confirmed,0,0.3693038,,1.81,6.5,6.5,Mass,0.0,,5200.0,0.81,0.0,[Fe/H],,,152.509
3671,3671,K2-137 b,K2-137,0,1,1,Published Confirmed,0,0.179715,0.0058,0.89,158.915,158.915,Mass,0.0,1471.0,3492.0,0.44,0.08,[Fe/H],,,98.8765
3701,3701,K2-140 b,K2-140,1,1,1,Published Confirmed,0,6.569188,0.068,13.563,295.58042,295.58042,Mass,0.0,962.0,5585.0,1.06,0.1,[Fe/H],,9.8,347.917
3704,3704,K2-141 b,K2-141,0,1,2,Published Confirmed,0,0.2803244,,1.51,5.08,5.08,Mass,0.0,,4599.0,0.68,-0.06,[Fe/H],-0.75,6.3,61.8736
3705,3705,K2-141 b,K2-141,0,1,2,Published Confirmed,0,0.2803226,0.00716,1.54,5.31,5.31,Mass,0.0,2039.0,4373.0,0.67,0.03,[Fe/H],,0.74,61.8736
3706,3706,K2-141 b,K2-141,1,1,2,Published Confirmed,0,0.2803244,0.00747,1.51,4.97,4.97,Mass,0.0,2103.0,4570.0,0.68,0.0,[Fe/H],,6.3,61.8736
3709,3709,K2-141 c,K2-141,0,1,2,Published Confirmed,0,7.7485,,7.0,7.4,7.4,Mass,0.0,,4599.0,0.68,-0.06,[Fe/H],-0.75,6.3,61.8736
3846,3846,K2-18 b,K2-18,0,1,2,Published Confirmed,0,32.939614,0.1429,2.279,,,,0.0,,3457.0,0.41,0.123,[Fe/H],,,38.0266
3861,3861,K2-180 b,K2-180,0,1,1,Published Confirmed,0,8.8665,0.075,2.242,11.44182,11.44182,Mass,0.0,729.0,5110.0,0.69,-0.65,[Fe/H],,9.5,203.896
3946,3946,K2-19 b,K2-19,0,1,3,Published Confirmed,0,7.9194,,7.74,28.5,28.5,Mass,0.0,,5430.0,0.86,0.1,[Fe/H],,,289.827
3958,3958,K2-19 b,K2-19,0,1,3,Published Confirmed,0,7.919454,0.077,7.23,,,,0.0,,5230.0,0.88,0.38,[Fe/H],,,289.827
3963,3963,K2-19 c,K2-19,0,1,3,Published Confirmed,0,11.90715,,4.86,25.6,25.6,Mass,0.0,,5430.0,0.86,0.1,[Fe/H],,,289.827
3968,3968,K2-19 c,K2-19,0,1,3,Published Confirmed,0,11.90701,0.1032,4.21,,,,0.0,,5230.0,0.88,0.38,[Fe/H],,,289.827
3972,3972,K2-19 d,K2-19,0,1,3,Published Confirmed,0,2.50856,,1.14,14.0,14.0,Mass,0.0,,5430.0,0.86,0.1,[Fe/H],,,289.827
4086,4086,K2-216 b,K2-216,1,1,1,Published Confirmed,0,2.1748,0.028,1.75,8.0,8.0,Mass,0.0,1103.0,4503.0,0.72,0.0,[Fe/H],-0.721,,115.461
4138,4138,K2-229 b,K2-229,0,1,2,Published Confirmed,0,0.584249,0.012888,1.164,2.59,2.59,Mass,0.0,1960.0,5185.0,0.79,-0.06,[Fe/H],,5.4,102.564
4142,4142,K2-229 c,K2-229,0,1,2,Published Confirmed,0,8.32834,0.07577,2.12,21.3,21.3,Mass,0.0,800.0,5185.0,0.79,-0.06,[Fe/H],,5.4,102.564
4150,4150,K2-233 b,K2-233,0,1,3,Published Confirmed,0,2.46746,0.03317,1.398,,,,0.0,1040.0,4950.0,0.74,0.07,[Fe/H],-0.523,0.36,67.5062
4153,4153,K2-233 c,K2-233,0,1,3,Published Confirmed,0,7.06142,0.06687,1.335,,,,0.0,728.0,4950.0,0.74,0.07,[Fe/H],-0.523,0.36,67.5062
4154,4154,K2-233 d,K2-233,0,1,3,Published Confirmed,0,24.3662,0.1527,2.64,,,,0.0,482.0,4950.0,0.74,0.07,[Fe/H],-0.523,0.36,67.5062
4157,4157,K2-237 b,K2-237,0,1,1,Published Confirmed,0,2.1805577,0.0353,18.405,392.83788,392.83788,Mass,0.0,1838.0,6099.0,1.38,0.0,[Fe/H],,,314.995
4162,4162,K2-237 b,K2-237,0,1,1,Published Confirmed,0,2.18056,0.037,18.495,508.528,508.528,Mass,0.0,1884.0,6257.0,1.43,0.14,[Fe/H],,2.55,314.995
4164,4164,K2-238 b,K2-238,1,1,1,Published Confirmed,0,3.20466,0.046,14.572,273.3338,273.3338,Mass,0.0,1587.0,5630.0,1.59,0.34,[Fe/H],,5.63,537.963
4169,4169,K2-24 b,K2-24,0,1,2,Published Confirmed,0,20.8851,,5.68,19.8,19.8,Mass,0.0,,5743.0,1.21,0.42,[Fe/H],,,170.562
4173,4173,K2-24 b,K2-24,0,1,2,Published Confirmed,0,20.8851,0.154,5.68,21.0,21.0,Mass,0.0,767.0,5743.0,1.21,0.42,[Fe/H],0.158,5.1,170.562
4177,4177,K2-24 c,K2-24,0,1,2,Published Confirmed,0,42.3633,0.247,7.82,27.0,27.0,Mass,0.0,606.0,5743.0,1.21,0.42,[Fe/H],0.158,5.1,170.562
4180,4180,K2-24 c,K2-24,0,1,2,Published Confirmed,0,42.3633,,7.82,26.0,26.0,Mass,0.0,,5743.0,1.21,0.42,[Fe/H],,,170.562
4221,4221,K2-260 b,K2-260,1,1,1,Published Confirmed,0,2.6266657,0.0404,17.396,451.3186,451.3186,Mass,0.0,1957.0,6367.0,1.69,-0.14,[Fe/H],,1.9,663.834
4352,4352,K2-28 b,K2-28,0,1,1,Published Confirmed,0,2.2604455,0.0192,2.56,,,,0.0,420.0,3214.0,0.29,0.26,[Fe/H],,,62.9969
4357,4357,K2-28 b,K2-28,1,1,1,Published Confirmed,0,2.260455,0.0214,2.32,,,,0.0,568.0,3214.0,0.29,0.26,[Fe/H],,,62.9969
4375,4375,K2-285 b,K2-285,1,1,4,Published Confirmed,0,3.471745,0.03817,2.59,9.68,9.68,Mass,0.0,1089.0,4975.0,0.79,0.0,[Fe/H],,,154.961
4377,4377,K2-285 c,K2-285,1,1,4,Published Confirmed,0,7.138048,0.0824,3.53,15.68,15.68,Mass,0.0,741.0,4975.0,0.79,0.0,[Fe/H],,,154.961
4379,4379,K2-285 d,K2-285,1,1,4,Published Confirmed,0,10.45582,0.1178,2.48,6.5,6.5,Mass,0.0,620.0,4975.0,0.79,0.0,[Fe/H],,,154.961
4380,4380,K2-285 e,K2-285,1,1,4,Published Confirmed,0,14.76289,0.18041,1.95,10.7,10.7,Mass,0.0,501.0,4975.0,0.79,0.0,[Fe/H],,,154.961
4397,4397,K2-290 b,K2-290,1,3,2,Published Confirmed,0,9.21165,0.0923,3.06,10.9,10.9,Mass,0.0,1230.0,6302.0,1.51,-0.06,[Fe/H],,4.0,272.909
4400,4400,K2-290 c,K2-290,1,3,2,Published Confirmed,0,48.36685,0.305,11.276,246.00042,246.00042,Mass,0.0,676.0,6302.0,1.51,-0.06,[Fe/H],,4.0,272.909
